Year,Gender,Intent,Substance,Under1_year,1to4_Years,5to14_years,15to24_years,25to34_years,35to44_years,45to54_years,55to64_years,65to74_years,75to84_years,85Plus_years
2001,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,7,7,274,402,831,636,109,21,12,5
2001,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,3,65,113,140,76,13,0,0,0
2001,Male,Preventable/accidental,All drugs,4,15,11,980,1777,3320,2341,427,126,86,24
2001,Male,Preventable/accidental,Any Opioid,1,7,5,594,1022,1820,1348,217,27,11,3
2001,Male,Preventable/accidental,Benzodiazepines,0,1,2,90,129,241,187,31,3,2,0
2001,Male,Preventable/accidental,Cannabis,0,0,0,8,5,9,5,0,0,0,0
2001,Male,Preventable/accidental,Cocaine,0,0,0,180,503,950,648,117,22,4,1
2001,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,155,296,494,357,54,6,3,0
2001,Male,Preventable/accidental,Opioid subgroup - methadone,1,1,1,117,153,276,214,34,5,0,0
2001,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,27,68,145,87,17,4,3,1
2001,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,5,3,223,319,637,477,74,11,6,2
2001,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,2,54,93,121,64,11,0,0,0
2000,Both sexes,"All (preventable, intentional, undetermined)",All drugs,18,14,42,1435,3169,6469,4389,1013,371,295,188
2000,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,7,7,17,728,1640,3277,2183,395,89,36,18
2000,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,2,90,223,493,336,97,32,14,10
2000,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,7,8,21,3,1,0,0,0
2000,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,2,1,0,276,766,1480,874,109,22,7,3
2000,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,216,407,691,454,62,8,1,0
2000,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,3,79,188,403,262,40,4,2,1
2000,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,2,40,97,298,232,75,19,9,8
2000,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,2,10,214,532,1094,812,170,49,19,8
2000,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,1,97,140,211,111,15,1,1,0
2000,Both sexes,Preventable/accidental,All drugs,9,10,17,1045,2243,4441,2863,555,207,176,139
2000,Both sexes,Preventable/accidental,Any Opioid,4,4,7,572,1249,2409,1603,264,46,16,11
2000,Both sexes,Preventable/accidental,Benzodiazepines,0,0,0,70,152,319,208,51,16,6,1
2000,Both sexes,Preventable/accidental,Cannabis,0,0,0,6,5,18,2,1,0,0,0
2000,Both sexes,Preventable/accidental,Cocaine,0,1,0,235,652,1243,761,103,18,5,1
2000,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,0,197,373,632,425,58,7,0,0
2000,Both sexes,Preventable/accidental,Opioid subgroup - methadone,1,2,2,63,150,316,210,29,2,2,0
2000,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,1,0,0,25,59,198,134,35,10,1,5
2000,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,1,4,172,405,803,571,112,22,8,3
2000,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,79,117,179,96,12,1,1,0
2000,Female,"All (preventable, intentional, undetermined)",All drugs,6,2,18,369,902,2089,1478,497,199,175,116
2000,Female,"All (preventable, intentional, undetermined)",Any Opioid,2,0,8,140,393,873,588,177,50,19,13
2000,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,22,77,174,129,38,21,10,8
2000,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,2,0,8,0,1,0,0,0
2000,Female,"All (preventable, intentional, undetermined)",Cocaine,0,0,0,72,198,373,175,16,3,2,3
2000,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,36,70,105,55,10,3,0,0
2000,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,0,1,17,68,159,92,14,1,1,1
2000,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,2,13,30,140,111,52,15,5,6
2000,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,0,5,53,149,325,247,88,26,12,6
2000,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,1,31,41,59,25,6,0,0,0
2000,Female,Preventable/accidental,All drugs,3,2,8,221,540,1242,786,245,97,114,85
2000,Female,Preventable/accidental,Any Opioid,1,0,3,96,268,582,357,99,23,10,7
2000,Female,Preventable/accidental,Benzodiazepines,0,0,0,12,44,101,65,18,11,6,1
2000,Female,Preventable/accidental,Cannabis,0,0,0,2,0,7,0,1,0,0,0
2000,Female,Preventable/accidental,Cocaine,0,0,0,58,167,309,149,15,2,1,1
2000,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,33,61,90,52,10,2,0,0
2000,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,1,12,51,115,68,10,1,1,0
2000,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,7,17,87,56,21,8,1,4
2000,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,0,2,33,94,216,139,49,12,6,2
2000,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,24,34,46,21,3,0,0,0
2000,Male,"All (preventable, intentional, undetermined)",All drugs,12,12,24,1066,2267,4380,2911,516,172,120,72
2000,Male,"All (preventable, intentional, undetermined)",Any Opioid,5,7,9,588,1247,2404,1595,218,39,17,5
2000,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,68,146,319,207,59,11,4,2
2000,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,5,8,13,3,0,0,0,0
2000,Male,"All (preventable, intentional, undetermined)",Cocaine,2,1,0,204,568,1107,699,93,19,5,0
2000,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,180,337,586,399,52,5,1,0
2000,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,2,62,120,244,170,26,3,1,0
2000,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,0,27,67,158,121,23,4,4,2
2000,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,2,5,161,383,769,565,82,23,7,2
2000,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,66,99,152,86,9,1,1,0
2000,Male,Preventable/accidental,All drugs,6,8,9,824,1703,3199,2077,310,110,62,54
2000,Male,Preventable/accidental,Any Opioid,3,4,4,476,981,1827,1246,165,23,6,4
2000,Male,Preventable/accidental,Benzodiazepines,0,0,0,58,108,218,143,33,5,0,0
2000,Male,Preventable/accidental,Cannabis,0,0,0,4,5,11,2,0,0,0,0
2000,Male,Preventable/accidental,Cocaine,0,1,0,177,485,934,612,88,16,4,0
2000,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,164,312,542,373,48,5,0,0
2000,Male,Preventable/accidental,Opioid subgroup - methadone,1,2,1,51,99,201,142,19,1,1,0
2000,Male,Preventable/accidental,Opioid subgroup – including fentanyl,1,0,0,18,42,111,78,14,2,0,1
2000,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,1,2,139,311,587,432,63,10,2,1
2000,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,55,83,133,75,9,1,1,0
1999,Both sexes,"All (preventable, intentional, undetermined)",All drugs,20,25,29,1240,3236,6295,4067,991,434,340,156
1999,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,5,7,6,621,1664,3238,1985,354,96,54,14
1999,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,1,0,3,53,181,471,284,79,35,24,4
1999,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,8,4,20,2,2,0,0,0
1999,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,2,0,2,267,936,1597,848,134,19,5,5
1999,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,198,398,802,475,64,11,5,4
1999,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,0,52,156,348,194,23,6,1,0
1999,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,2,0,0,33,119,277,199,59,22,19,0
1999,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,3,4,184,536,1056,716,157,54,25,8
1999,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,67,127,222,111,15,3,0,0
1999,Both sexes,Preventable/accidental,All drugs,8,16,16,849,2232,4293,2650,554,221,192,115
1999,Both sexes,Preventable/accidental,Any Opioid,0,2,3,458,1228,2387,1469,238,49,24,7
1999,Both sexes,Preventable/accidental,Benzodiazepines,0,0,0,39,128,306,160,32,8,4,0
1999,Both sexes,Preventable/accidental,Cannabis,0,0,0,7,2,13,2,2,0,0,0
1999,Both sexes,Preventable/accidental,Cocaine,1,0,2,221,754,1323,734,120,19,4,4
1999,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,0,163,350,703,430,60,11,4,3
1999,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,1,0,41,122,284,151,17,4,1,0
1999,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,25,63,166,109,33,6,7,0
1999,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,1,3,140,425,804,529,95,30,10,2
1999,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,60,108,175,92,13,3,0,0
1999,Female,"All (preventable, intentional, undetermined)",All drugs,6,13,14,346,914,1983,1344,431,212,219,103
1999,Female,"All (preventable, intentional, undetermined)",Any Opioid,1,3,2,141,390,798,507,130,40,32,12
1999,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,12,56,164,109,38,21,17,2
1999,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,2,1,5,1,1,0,0,0
1999,Female,"All (preventable, intentional, undetermined)",Cocaine,0,0,1,60,223,379,161,14,2,3,5
1999,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,38,69,129,58,6,2,1,3
1999,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,2,0,11,52,127,68,9,1,1,0
1999,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,5,47,123,100,31,12,12,0
1999,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,0,2,51,139,259,209,69,20,17,7
1999,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,26,35,65,27,3,0,0,0
1999,Female,Preventable/accidental,All drugs,1,8,7,186,503,1155,693,190,100,121,76
1999,Female,Preventable/accidental,Any Opioid,0,1,1,89,244,516,321,66,16,15,6
1999,Female,Preventable/accidental,Benzodiazepines,0,0,0,7,35,96,49,12,5,4,0
1999,Female,Preventable/accidental,Cannabis,0,0,0,2,0,3,1,1,0,0,0
1999,Female,Preventable/accidental,Cocaine,0,0,1,45,164,303,141,12,2,2,4
1999,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,28,56,105,48,5,2,0,2
1999,Female,Preventable/accidental,Opioid subgroup - methadone,0,1,0,6,34,97,50,4,1,1,0
1999,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,2,20,63,53,16,1,5,0
1999,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,0,1,30,96,165,119,35,11,8,2
1999,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,25,28,46,22,3,0,0,0
1999,Male,"All (preventable, intentional, undetermined)",All drugs,14,12,15,894,2322,4312,2723,560,222,121,53
1999,Male,"All (preventable, intentional, undetermined)",Any Opioid,4,4,4,480,1274,2440,1478,224,56,22,2
1999,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,1,0,2,41,125,307,175,41,14,7,2
1999,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,6,3,15,1,1,0,0,0
1999,Male,"All (preventable, intentional, undetermined)",Cocaine,2,0,1,207,713,1218,687,120,17,2,0
1999,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,160,329,673,417,58,9,4,1
1999,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,1,0,41,104,221,126,14,5,0,0
1999,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,2,0,0,28,72,154,99,28,10,7,0
1999,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,3,2,133,397,797,507,88,34,8,1
1999,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,41,92,157,84,12,3,0,0
1999,Male,Preventable/accidental,All drugs,7,8,9,663,1729,3138,1957,364,121,71,39
1999,Male,Preventable/accidental,Any Opioid,0,1,2,369,984,1871,1148,172,33,9,1
1999,Male,Preventable/accidental,Benzodiazepines,0,0,0,32,93,210,111,20,3,0,0
1999,Male,Preventable/accidental,Cannabis,0,0,0,5,2,10,1,1,0,0,0
1999,Male,Preventable/accidental,Cocaine,1,0,1,176,590,1020,593,108,17,2,0
1999,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,135,294,598,382,55,9,4,1
1999,Male,Preventable/accidental,Opioid subgroup - methadone,0,0,0,35,88,187,101,13,3,0,0
1999,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,23,43,103,56,17,5,2,0
1999,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,1,2,110,329,639,410,60,19,2,0
1999,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,35,80,129,70,10,3,0,0
